SpecName,accGenus,accSpecies,PalmTribe,PalmSubfamily,NativeRegion,CommonNamesFR,CommonNamesSP,CommonNamesEN,Photos,PhotoReferences,Climbing,Acaulescent,Erect,StemSolitary,StemArmed,LeavesArmed,MaxStemHeight_m,MaxStemDia_cm,UnderstoreyCanopy,MaxLeafNumber,Max_Blade_Length_m,Max_Rachis_Length_m,Max_Petiole_length_m,AverageFruitLength_cm,MinFruitLength_cm,MaxFruitLength_cm,AverageFruitWidth_cm,MinFruitWidth_cm,MaxFruitWidth_cm,FruitSizeCategorical,FruitShape,FruitColorDescription,MainFruitColors,"Conspicuousness
"
Acrocomia media,Acrocomia,media,Cocoseae,Arecoideae,"LEE, PUE",Pas de nom commun,palma-de-coroso,grugru palm,https://upload.wikimedia.org/wikipedia/commons/3/31/Acrocomia_media_2.jpg; https://upload.wikimedia.org/wikipedia/commons/5/53/Acrocomia_media_1.jpg; https://upload.wikimedia.org/wikipedia/commons/e/e0/Acrocomia_media.jpg,"(c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt (c) mauroguanandi, some rights reserved (CC BY) (c) Fábio Alves, all rights reserved, uploaded by Fábio Alves (c) Aurelio Molina Hernández., some rights reserved (CC BY-NC), uploaded by Aurelio Molina Hernández. (c) La Mancha en Movimiento, some rights reserved (CC BY-NC), uploaded by La Mancha en Movimiento (c) Aurelio Molina Hernández., some rights reserved (CC BY-NC), uploaded by Aurelio Molina Hernández. (c) Aurelio Molina Hernández., some rights reserved (CC BY-NC), uploaded by Aurelio Molina Hernández. (c) Aurelio Molina Hernández., some rights reserved (CC BY-NC), uploaded by Aurelio Molina Hernández. (c) Miguel González Botello, all rights reserved, uploaded by Miguel González Botello (c) Alexis Chaparro, all rights reserved, uploaded by Alexis Chaparro",false,false,true,true,true,true,15,30,canopy,,,,,,,,,,,,ovoid,dull yellowish,yellow,"cryptic
"
Acrocomia totai,Acrocomia,totai,Cocoseae,Arecoideae,"AGE, AGW, BOL, BZC, BZS, PAR",Pas de nom commun,"Macaúba,Totai","grugru palm,Grugru palm",https://inaturalist-open-data.s3.amazonaws.com/photos/280282416/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/280282432/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/68937260/large.jpeg; https://static.inaturalist.org/photos/177196661/large.jpeg; https://static.inaturalist.org/photos/68884743/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/07/Cartera_de_fibra_de_coco.jpg; https://upload.wikimedia.org/wikipedia/commons/0/09/Alfombra_de_fobra_de_coco.jpg; https://upload.wikimedia.org/wikipedia/commons/7/75/Acrocomia_aculeata_%28Jacq.%29_Lodd._ex_Mart._-_2013_001.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a1/RPPN_Reserva_Natural_Eng%C2%BA_Eliezer_Batista_Paulo_Robson_de_Souza_%285%29.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c9/Acrocomia_totai_fruits.jpeg; https://upload.wikimedia.org/wikipedia/commons/d/da/Acrocomia_aculeata_01.JPG,"(c) Sebastian K. Herzog, some rights reserved (CC BY-NC), uploaded by Sebastian K. Herzog (c) Donovan Osorio, all rights reserved, uploaded by Donovan Osorio (c) Vitor Abdala, some rights reserved (CC BY-NC), uploaded by Vitor Abdala (c) Vitor Abdala, some rights reserved (CC BY-NC), uploaded by Vitor Abdala (c) Ivonne Viruez, all rights reserved, uploaded by Ivonne Viruez",false,false,true,true,true,true,,,,,,,,3,2.5,3.5,3,2.5,3.5,small,,yellow to orange,yellow; orange,"conspicuous
"
Actinokentia divaricata,Actinokentia,divaricata,Areceae,Arecoideae,NWC,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/30906037/large.jpg; https://upload.wikimedia.org/wikipedia/commons/8/88/Actinokentia_divaricata_-_Val_Rahmeh_-_DSC04450.JPG,"(c) David Jeffrey Ringer, some rights reserved (CC BY-NC), uploaded by David Jeffrey Ringer",false,false,true,true,false,false,9,9,canopy,7,2.35,2.1,1.3,2.6,1.8,3.4,1.1,0.8,1.4,small,globose,red to dark purple,red; purple,"conspicuous
"
Actinokentia huerlimannii,Actinokentia,huerlimannii,Areceae,Arecoideae,NWC,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,9,36,canopy,10,1.2,,0.22,3,,,1.3,,,small,globose,,,"
"
Actinorhytis calapparia,Actinorhytis,calapparia,Areceae,Arecoideae,"NWG, SOL",Pas de nom commun,Sin nombre común,calappa palm,https://inaturalist-open-data.s3.amazonaws.com/photos/1477352/large.jpg; https://upload.wikimedia.org/wikipedia/commons/1/19/Actinorhytis_calapparia.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4a/Actinorhytis_calapparia_1.jpg; https://upload.wikimedia.org/wikipedia/commons/e/ea/Actinorhytis_calapparia_Drude_ex_Scheff.jpg,"(c) scott.zona, some rights reserved (CC BY)",false,false,true,true,false,false,40,30,canopy,13,4.76,4.3,0.51,10,,,5.5,5,6,large,ovoid,reddish,red,"conspicuous
"
Adonidia maturbongsii,Adonidia,maturbongsii,Areceae,Arecoideae,NWG,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,false,,,,,,,,2.3,,,1,,,small,,bright orange to red,orange; red,"conspicuous
"
Adonidia merrillii,Adonidia,merrillii,Areceae,Arecoideae,"BOR, PHI","Palmier de Noël,Petit palmier des Philippines",Palma coquera,"Christmas palm,Manila palm Manila Palm",https://inaturalist-open-data.s3.amazonaws.com/photos/111127932/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/258107157/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/258325825/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/37300573/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/67499693/large.jpg; https://upload.wikimedia.org/wikipedia/commons/0/0e/Starr-110215-1484-Veitchia_merrillii-fruiting_habit-Kihei-Maui_%2825076363915%29.jpg; https://upload.wikimedia.org/wikipedia/commons/1/15/Starr_080305-3267_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/1/17/Stipe_-_Manila_palm.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1b/Palma_de_Navidad_o_Palma_de_Manila_%28Veitchia_merrillii%29_%2814519506644%29.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1c/ArecaceaeDSC9180_02.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1d/Adonidia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/1/1e/Adonidia-merrilli_bark.jpg; https://upload.wikimedia.org/wikipedia/commons/2/21/Starr_070123-3593_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/2/28/Palm_Fruit_stalk%2C_Hawaii.jpg; https://upload.wikimedia.org/wikipedia/commons/2/2d/Adonidia_merrillii%2C_plant_%28Arecaceae%29_02.jpg; https://upload.wikimedia.org/wikipedia/commons/3/35/Palma_manila_o_navidad_del_parque_LAS_NACUMAS_-_1.jpg; https://upload.wikimedia.org/wikipedia/commons/3/37/Adonidia_merriillii_graine.jpg; https://upload.wikimedia.org/wikipedia/commons/4/40/Adonidia_merrillii_11zz.jpg; https://upload.wikimedia.org/wikipedia/commons/4/46/Mus%C3%A9e_Saint-John_Perse.jpg; https://upload.wikimedia.org/wikipedia/commons/4/4d/VeitchiaMerrelliiBark.jpg; https://upload.wikimedia.org/wikipedia/commons/5/57/Starr-110215-1194-Veitchia_merrillii-habit-KiHana_Nursery_Kihei-Maui_%2824957678862%29.jpg; https://upload.wikimedia.org/wikipedia/commons/5/5a/Apis_on_Adonidia_merrillii_07.jpg; https://upload.wikimedia.org/wikipedia/commons/6/62/Veitchia_merrillii_10zz.jpg; https://upload.wikimedia.org/wikipedia/commons/6/64/Starr_030612-0027_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/6/67/Adonidia_merrillii%2C_plant_%28Arecaceae%29_01.jpg; https://upload.wikimedia.org/wikipedia/commons/6/69/Adonidia_merrillii_-_Drup_05.jpg; https://upload.wikimedia.org/wikipedia/commons/6/6a/Starr_070124-3842_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/7/70/Starr_030612-0097_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/7/7e/Adonidia-merrilli_fruit.jpg; https://upload.wikimedia.org/wikipedia/commons/8/83/Starr_040318-0080_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/8/89/Adonidia_merrillii_-_Drup_01.jpg; https://upload.wikimedia.org/wikipedia/commons/9/94/Starr_070123-3591_Veitchia_merrillii.jpg; https://upload.wikimedia.org/wikipedia/commons/9/96/Palma_de_Navidad_o_Palma_de_Manila_%28Veitchia_merrillii%29_%2814335159437%29.jpg; https://upload.wikimedia.org/wikipedia/commons/9/96/Palma_navidad_-_Manila_%28Veitchia_merrillii%29_%2814559684696%29.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9c/Veitchia_merrillii_7zz.jpg; https://upload.wikimedia.org/wikipedia/commons/9/9d/Adonidia_merrillii_Vi%C3%B1ales_Cuba_3.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a1/Adonidia_merrillii%2C_plantules.jpg; https://upload.wikimedia.org/wikipedia/commons/a/ad/Adonidia_merrillii%2C_the_Manila_Palm_%2814253800498%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b0/Adonidia_merrillii_flowers_02.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b1/Adonidia_-_Drup_%28Arecaceae%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/b3/Adonidia_merrillii_flowers_04.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bf/Adonidia_merrillii_flowers_01.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bf/Apis_on_Adonidia_01.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c2/VeitchiaMerrilliiFruit.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c3/3215National_Shrine_of_The_Divine_Mercy%2C_Philippines_70.jpg; https://upload.wikimedia.org/wikipedia/commons/c/c6/Adonidia_merrillii_%28LSB%2C_BYU%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d1/Adonidia_merrillii%2C_Germination.jpg; https://upload.wikimedia.org/wikipedia/commons/d/d2/Starr-091120-9802-Veitchia_merrillii-aerial_view-Haiku-Maui_%2824363850843%29.jpg; https://upload.wikimedia.org/wikipedia/commons/d/db/JfTikay9614MalolosHapChanHiwayfvf_10.JPG; https://upload.wikimedia.org/wikipedia/commons/d/dd/Starr-150326-0849-Veitchia_merrillii-Old_Galley_Kim_and_Laysan_Albatrosses-Town_Sand_Island-Midway_Atoll_%2825173851311%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f3/Adonidia_merrillii_5zz.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f6/Starr-091217-0708-Veitchia_merrillii-aerial_view_habitat_and_hangars-Kahului_Airport-Maui_%2824696887840%29.jpg; https://upload.wikimedia.org/wikipedia/commons/f/ff/Starr-120522-6400-Veitchia_merrillii-habit-Iao_Tropical_Gardens_of_Maui-Maui_%2825143657445%29.jpg,"(c) A Emmerson, some rights reserved (CC BY-NC), uploaded by A Emmerson (c) nydia-rivera, some rights reserved (CC BY-NC) (c) Janice Ramírez Castro, some rights reserved (CC BY-NC), uploaded by Janice Ramírez Castro (c) Michael Finch, some rights reserved (CC BY-NC), uploaded by Michael Finch (c) scaup, some rights reserved (CC BY)",false,false,true,true,false,false,7,30,canopy,17,2.2,2,0.22,2.5,,,1.3,,,small,elongate,red,red,"conspicuous
"
Aiphanes acanthophylla,Aiphanes,acanthophylla,Cocoseae,Arecoideae,"DOM, PUE",Pas de nom commun,Sin nombre común,ruffle palm,NoImages,"(c) Magne Flåten, some rights reserved (CC BY-NC-SA), uploaded by Magne Flåten (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini",false,false,true,,,true,,,,,,,,1.4,,,1.4,,,small,,bright red,red,"conspicuous
"
Aiphanes acaulis,Aiphanes,acaulis,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://upload.wikimedia.org/wikipedia/commons/2/25/Aiphanes_acaulis.jpg,NoReferences,false,true,false,true,false,true,0,,understorey,10,1.83,1.33,0.33,1,,,1,,,small,,from purple to vine red,purple; red,"conspicuous
"
Aiphanes bicornis,Aiphanes,bicornis,Cocoseae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/198383219/large.jpeg,"(c) Thomas Couvreur, all rights reserved, uploaded by Thomas Couvreur",false,false,true,true,true,true,0.5,2.5,understorey,13,0.54,0.54,,0.6,,,0.8,,,small,ovoid,red-orange,red; orange,"conspicuous
"
Aiphanes buenaventurae,Aiphanes,buenaventurae,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,,true,4,,understorey,8,0.22,0.78,0.25,,,,,,,,,,,"
"
Aiphanes chiribogensis,Aiphanes,chiribogensis,Cocoseae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,true,true,3,6,understorey,9,1.45,1,0.5,1.1,,,1.1,1,1.2,small,globose,red,red,"conspicuous
"
Aiphanes deltoidea,Aiphanes,deltoidea,Cocoseae,Arecoideae,"BZN, CLM, PER",Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,false,true,true,2,6,understorey,12,2.95,1.9,1.1,1.3,,,0.7,,,small,globose,yellow,yellow,"conspicuous
"
Aiphanes duquei,Aiphanes,duquei,Cocoseae,Arecoideae,CLM,Pas de nom commun,Mararay de Duque,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/30732082/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/7/7b/Calamus.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a0/Aiphanes_duquei_%2811124368193%29.jpg,"(c) aulax, some rights reserved (CC BY-NC), uploaded by aulax",false,false,true,true,true,true,5,5,understorey,9,1.35,1.1,0.28,1.05,0.9,1.2,,,,small,globose,red,red,"conspicuous
"
Aiphanes eggersii,Aiphanes,eggersii,Cocoseae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/51403499/large.jpeg,"(c) A Emmerson, some rights reserved (CC BY-NC), uploaded by A Emmerson",false,false,true,false,true,true,10,8,canopy,10,2.2,2.05,0.17,1.75,,,1.75,1.5,2,small,ovoid,bright red,red,"conspicuous
"
Aiphanes erinacea,Aiphanes,erinacea,Cocoseae,Arecoideae,"CLM, ECU",Pas de nom commun,"Chontilla,Mararay Erizo",No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/75582514/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/0/04/Florae_Columbiae_%28Plate_CLXXV%29_%288204901081%29.jpg,"(c) Jens-Christian Svenning, some rights reserved (CC BY), uploaded by Jens-Christian Svenning",false,false,true,false,true,true,5,5,understorey,8,2.2,1.65,0.6,0.75,,,0.75,0.7,0.8,small,globose,dark red soon turning brown or black,red; brown; black,"conspicuous
"
Aiphanes gelatinosa,Aiphanes,gelatinosa,Cocoseae,Arecoideae,"CLM, ECU",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/38306347/large.jpeg,"(c) mariosuarez, some rights reserved (CC BY-NC), uploaded by mariosuarez",false,false,true,false,true,true,9,10,canopy,11,5.6,4,1.7,1.5,,,1.5,1,1.5,small,globose,red with black apex; becomming brown or shiny black at maturity,brown; black,"cryptic
"
Aiphanes graminifolia,Aiphanes,graminifolia,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/109396532/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/109396601/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/109396464/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/109396478/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/109396511/large.jpeg,"(c) Juan Sebastián Quintero, some rights reserved (CC BY-NC), uploaded by Juan Sebastián Quintero (c) Juan Sebastián Quintero, some rights reserved (CC BY-NC), uploaded by Juan Sebastián Quintero (c) Juan Sebastián Quintero, some rights reserved (CC BY-NC), uploaded by Juan Sebastián Quintero (c) Juan Sebastián Quintero, some rights reserved (CC BY-NC), uploaded by Juan Sebastián Quintero (c) Juan Sebastián Quintero, some rights reserved (CC BY-NC), uploaded by Juan Sebastián Quintero",false,false,true,false,true,true,5,2,understorey,6,0.89,0.89,,0.5,,,0.5,,,small,,,,"
"
Aiphanes grandis,Aiphanes,grandis,Cocoseae,Arecoideae,ECU,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,true,true,21,20,canopy,10,5.5,2.5,2.75,2.15,,,2.15,2,3,small,elongate,dull green,green,"cryptic
"
Aiphanes hirsuta,Aiphanes,hirsuta,Cocoseae,Arecoideae,"CLM, COS, ECU, PAN",Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/69598939/large.jpg,"(c) j_garzon, some rights reserved (CC BY-NC)",false,false,true,false,true,true,10,10,canopy,8,2.94,1.94,,1.35,,,1.35,0.7,2,small,globose,red or less often purple or white; pinkish red,red; purple; white,"conspicuous
"
Aiphanes horrida,Aiphanes,horrida,Cocoseae,Arecoideae,"BOL, BZN, CLM, PER, TRT, VEN",Pas de nom commun,Sin nombre común,"ruffle palm,spine palm",https://inaturalist-open-data.s3.amazonaws.com/photos/193278218/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/29817402/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/30506647/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/86455120/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/86455138/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/9274500/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/9274501/large.jpg; https://inaturalist-open-data.s3.amazonaws.com/photos/9274502/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/9274503/large.jpeg; https://static.inaturalist.org/photos/87915275/large.jpeg; https://static.inaturalist.org/photos/87915313/large.jpeg; https://upload.wikimedia.org/wikipedia/commons/2/27/Aiphanes_horrida_%28Leaf%29.jpg; https://upload.wikimedia.org/wikipedia/commons/2/29/Aiphanes_horrida_%28Stem%29.jpg; https://upload.wikimedia.org/wikipedia/commons/3/32/Corozo_peque%C3%B1o_%28Aiphanes_horrida%29_-_Flickr_-_Alejandro_Bayer_%281%29.jpg; https://upload.wikimedia.org/wikipedia/commons/4/44/Aiphanes_horrida_%28Leaf_Details%29.jpg; https://upload.wikimedia.org/wikipedia/commons/4/46/Aiphanes_caryotaefolia-3-bsi-yercaud-salem-India.JPG; https://upload.wikimedia.org/wikipedia/commons/6/62/Aiphanes_horrida%2C_fruit_of_the_Coyure_Palm._%2811124273434%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/64/Aiphanes_horrida_%281%29.jpg; https://upload.wikimedia.org/wikipedia/commons/6/64/Palma_corozo_peque%C3%B1o_%28Aiphanes_horrida%29_%2814527568654%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/74/Aiphanes_horrida_%28Leaflet_Detail%29.jpg; https://upload.wikimedia.org/wikipedia/commons/7/76/Aiphanes_caryotaefolia-2-bsi-yercaud-salem-India.JPG; https://upload.wikimedia.org/wikipedia/commons/7/7f/Corozo_peque%C3%B1o_%28Aiphanes_horrida%29_-_Flickr_-_Alejandro_Bayer.jpg; https://upload.wikimedia.org/wikipedia/commons/8/83/Florae_Columbiae_%28Plate_CLXX%29_%288205987348%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a4/Ghana_Aburi_Botanical_gardens_%289%29.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a4/Parque_Jardim_da_Luz_19.jpg; https://upload.wikimedia.org/wikipedia/commons/a/a8/PSM_V62_D209_A_speciment_plant_martinezia_caryotaefolia.png; https://upload.wikimedia.org/wikipedia/commons/a/aa/Aiphanes_horrida%2C_the_Coyure_Palm_%2811124193645%29.jpg; https://upload.wikimedia.org/wikipedia/commons/b/bb/Aiphanes_aculeata_2zz.jpg; https://upload.wikimedia.org/wikipedia/commons/b/be/Aiphanes_aculeata_Willd.%2C_cultivated_at_Royal_Botanic_Gardens%2C_Kew.jpg; https://upload.wikimedia.org/wikipedia/commons/c/cc/Aiphanes_caryotaefolia-1-bsi-yercaud-salem-India.JPG; https://upload.wikimedia.org/wikipedia/commons/e/e6/Aiphanes_aculeata_1zz.jpg,"(c) Apipa, some rights reserved (CC BY-NC), uploaded by Apipa (c) Dick Culbert, some rights reserved (CC BY) (c) Apipa, some rights reserved (CC BY-NC), uploaded by Apipa (c) langlands, all rights reserved, uploaded by langlands (c) David Foster, some rights reserved (CC BY-NC-ND), uploaded by David Foster (c) Paul Hoekman, some rights reserved (CC BY), uploaded by Paul Hoekman (c) langlands, all rights reserved, uploaded by langlands (c) Bioexploradores Farallones, some rights reserved (CC BY-NC), uploaded by Bioexploradores Farallones (c) Dick Culbert, some rights reserved (CC BY) (c) Smithsonian Institution, National Museum of Natural History, Department of Botany, some rights reserved (CC BY-NC-SA) (c) Smithsonian Institution, National Museum of Natural History, Department of Botany, some rights reserved (CC BY-NC-SA)",false,false,true,true,true,true,10,15,canopy,15,2,,,1.95,1.6,2.3,1.95,1.6,2.3,small,ovoid,bright red; rarely orange or white; with orange mesocarp,red,"conspicuous
"
Aiphanes leiostachys,Aiphanes,leiostachys,Cocoseae,Arecoideae,CLM,Pas de nom commun,Mararay de San Carlos,No Common Name,https://static.inaturalist.org/photos/58017855/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/95523594/large.jpg; https://static.inaturalist.org/photos/58017841/large.jpeg; https://static.inaturalist.org/photos/58017825/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/95479487/large.jpeg; https://inaturalist-open-data.s3.amazonaws.com/photos/95523595/large.jpg,"(c) Daniel Martínez Castaño, all rights reserved, uploaded by Daniel Martínez Castaño (c) Scott Zona, some rights reserved (CC BY-NC) (c) Daniel Martínez Castaño, all rights reserved, uploaded by Daniel Martínez Castaño (c) Daniel Martínez Castaño, all rights reserved, uploaded by Daniel Martínez Castaño (c) Roberto Chavarro Chávarro, some rights reserved (CC BY-NC), uploaded by Roberto Chavarro Chávarro (c) Scott Zona, some rights reserved (CC BY-NC)",false,false,true,false,true,true,5,3,understorey,11,2.08,1.08,,,,,,,,,globose,,,"
"
Aiphanes lindeniana,Aiphanes,lindeniana,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,"(c) Mateo Hernandez Schmidt, some rights reserved (CC BY-NC-SA), uploaded by Mateo Hernandez Schmidt",false,false,true,false,true,true,7,10,canopy,10,1.31,0.75,0.61,1.5,,,1.5,1.4,1.6,small,,red to orange,red; orange,"conspicuous
"
Aiphanes linearis,Aiphanes,linearis,Cocoseae,Arecoideae,CLM,Pas de nom commun,Corozo de Agüita,No Common Name,https://static.inaturalist.org/photos/342292337/large.jpeg; https://static.inaturalist.org/photos/342292373/large.jpeg; https://static.inaturalist.org/photos/342292354/large.jpeg,"(c) Justas Santaris, all rights reserved, uploaded by Justas Santaris (c) Justas Santaris, all rights reserved, uploaded by Justas Santaris (c) Justas Santaris, all rights reserved, uploaded by Justas Santaris",false,false,true,false,true,true,12,12,canopy,9,2.73,2.39,0.49,4.5,,,2.65,1.8,3.5,large,globose,,,"
"
Aiphanes macroloba,Aiphanes,macroloba,Cocoseae,Arecoideae,"CLM, ECU",Pas de nom commun,Sin nombre común,No Common Name,https://static.inaturalist.org/photos/104714056/large.jpeg; https://static.inaturalist.org/photos/234082067/large.jpeg; https://static.inaturalist.org/photos/104714202/large.jpeg; https://static.inaturalist.org/photos/104714106/large.jpeg; https://static.inaturalist.org/photos/104714155/large.jpeg; https://static.inaturalist.org/photos/234082101/large.jpeg,"(c) Thomas Couvreur, all rights reserved, uploaded by Thomas Couvreur (c) Santiago Sierra-Paz, all rights reserved, uploaded by Santiago Sierra-Paz (c) Thomas Couvreur, all rights reserved, uploaded by Thomas Couvreur (c) Thomas Couvreur, all rights reserved, uploaded by Thomas Couvreur (c) Thomas Couvreur, all rights reserved, uploaded by Thomas Couvreur (c) Santiago Sierra-Paz, all rights reserved, uploaded by Santiago Sierra-Paz",false,false,true,false,true,true,3,3,understorey,8,1.86,1.5,0.41,1,,,0.7,,,small,ovoid,red to orange,red; orange,"conspicuous
"
Aiphanes minima,Aiphanes,minima,Cocoseae,Arecoideae,WIN,Pas de nom commun,"coyore,palma de coyor","grigri,Guinea bactris Guinea Bactris",https://upload.wikimedia.org/wikipedia/commons/d/d0/Aiphanes_Minima.jpg; https://upload.wikimedia.org/wikipedia/commons/f/f8/Parc_de_l%27Habitation_Cl%C3%A9ment_%28Le_Fran%C3%A7ois%2C_Martinique%29_-_37.jpg,"(c) Magne Flåten, some rights reserved (CC BY-NC-SA), uploaded by Magne Flåten (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini (c) Steve Maldonado Silvestrini, some rights reserved (CC BY-NC), uploaded by Steve Maldonado Silvestrini",false,false,true,true,true,true,18,50,canopy,9,4.2,3,1.25,1.4,1.2,1.6,1.55,1.4,1.7,small,globose,red,red,"conspicuous
"
Aiphanes multiplex,Aiphanes,multiplex,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,,,true,,,,,,,,1.6,,,1.45,,,small,,red,red,"conspicuous
"
Aiphanes parvifolia,Aiphanes,parvifolia,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,NoImages,NoReferences,false,false,true,true,false,true,2,3,understorey,10,0.95,0.7,0.28,0.85,0.7,1,,,,small,,orange to red,orange; red,"conspicuous
"
Aiphanes pilaris,Aiphanes,pilaris,Cocoseae,Arecoideae,CLM,Pas de nom commun,Marary de Pilar,No Common Name,NoImages,NoReferences,false,false,true,true,true,true,7,15,canopy,10,,,,4.7,,,4.7,,,large,ovoid,brown,brown,"cryptic
"
Aiphanes simplex,Aiphanes,simplex,Cocoseae,Arecoideae,CLM,Pas de nom commun,Sin nombre común,No Common Name,https://inaturalist-open-data.s3.amazonaws.com/photos/53341479/large.jpeg,"(c) Valentina Rodríguez Castillo, some rights reserved (CC BY-NC), uploaded by Valentina Rodríguez Castillo",false,false,true,false,true,true,4,2,understorey,9,0.96,0.7,0.29,0.9,,,0.9,0.8,1,small,ovoid,red,red,"conspicuous
"
